125	72
116	81
109	87
104	91
100	94
97	96
84	104
78	107
65	113
60	115
51	118
44	120
35	122
25	124
16	125
-18	125
-32	123
-37	122
-41	121
-55	117
-61	115
-66	113
-73	110
-77	108
-92	100
-98	96
-110	87
-115	83
-120	78
-123	74
-125	71
-127	67
-129	57
-130	51
-131	43
-132	33
-132	13
-130	-2
-128	-14
-124	-28
-121	-37
-117	-47
-111	-59
-107	-66
-103	-72
-98	-79
-90	-89
-73	-106
-65	-113
-54	-121
-39	-130
-33	-133
-28	-135
-10	-142
-3	-144
4	-144
17	-140
25	-137
36	-132
52	-123
55	-121
71	-109
92	-88
95	-84
103	-73
110	-62
117	-48
119	-43
122	-35
126	-23
127	-19
130	-4
131	2
132	12
132	35
131	44
130	52
128	62
126	69
125	72
