69	88
63	91
44	98
37	100
33	101
27	102
20	103
10	104
-15	104
-28	102
-38	100
-51	96
-54	95
-68	89
-79	83
-91	75
-95	72
-101	67
-104	64
-107	60
-109	49
-110	43
-111	28
-111	19
-110	6
-107	-11
-105	-18
-104	-21
-100	-32
-96	-42
-91	-51
-87	-58
-83	-64
-80	-68
-76	-73
-57	-92
-52	-96
-48	-99
-38	-106
-25	-113
-23	-114
-9	-120
-3	-122
4	-122
10	-120
20	-116
32	-110
42	-104
48	-100
56	-94
75	-75
83	-65
87	-59
91	-52
98	-38
101	-31
103	-26
106	-16
108	-7
109	-1
110	6
111	18
111	30
110	41
108	53
107	57
105	62
101	66
94	72
88	76
77	83
69	88
