115	87
109	92
104	96
98	100
78	110
60	118
41	125
36	126
24	128
17	129
-18	129
-26	128
-38	126
-59	119
-85	107
-97	101
-105	96
-114	89
-120	84
-129	75
-131	68
-132	64
-134	54
-136	37
-136	34
-135	19
-133	-1
-132	-10
-131	-15
-128	-29
-127	-32
-121	-48
-111	-67
-104	-78
-97	-87
-90	-95
-84	-101
-75	-109
-59	-121
-41	-133
-31	-138
-17	-144
-14	-145
-4	-148
1	-149
5	-148
15	-145
18	-144
26	-141
37	-136
42	-133
69	-114
78	-107
83	-103
93	-93
98	-87
104	-79
108	-73
114	-63
120	-51
123	-44
125	-39
129	-27
132	-10
133	-2
135	18
136	33
136	36
134	52
131	67
128	75
122	81
115	87
