-106	-59
-98	-72
-96	-75
-88	-85
-78	-96
-77	-97
-67	-106
-58	-113
-44	-122
-37	-126
-25	-132
-7	-138
-3	-139
5	-139
12	-137
21	-134
26	-132
40	-125
50	-119
59	-113
63	-110
75	-99
85	-89
93	-80
96	-76
102	-67
109	-55
110	-53
117	-37
119	-31
122	-21
124	-14
125	-9
127	5
128	17
128	25
127	42
125	56
123	65
122	69
111	80
105	85
101	88
94	93
86	98
79	102
71	106
56	112
53	113
42	116
30	119
23	120
12	121
-15	121
-24	120
-36	118
-51	114
-65	109
-72	106
-80	102
-87	98
-92	95
-106	85
-114	78
-122	70
-124	62
-125	57
-126	51
-127	43
-128	31
-128	21
-127	5
-124	-13
-122	-21
-117	-36
-115	-41
-106	-59
