-15	-148
-7	-151
-2	-152
4	-152
15	-149
19	-147
26	-143
38	-135
56	-122
100	-89
105	-84
114	-71
118	-64
123	-54
125	-49
126	-45
127	-40
129	-28
131	-11
134	16
136	38
136	61
135	66
132	75
131	77
123	85
118	89
112	93
107	96
95	102
82	108
73	112
50	122
43	125
38	127
30	130
18	133
-17	133
-23	132
-30	130
-72	112
-90	104
-111	94
-115	92
-122	87
-132	77
-133	75
-135	68
-136	63
-136	38
-135	25
-129	-29
-128	-35
-127	-40
-126	-44
-123	-53
-121	-57
-113	-71
-110	-76
-104	-84
-93	-95
-88	-99
-76	-108
-57	-122
-43	-132
-31	-140
-26	-143
-15	-148
