-111	-38
-107	-48
-100	-61
-92	-73
-83	-84
-65	-102
-52	-112
-39	-120
-27	-126
-12	-132
-3	-135
4	-135
19	-130
24	-128
40	-120
47	-116
53	-112
61	-106
66	-102
82	-86
89	-78
94	-71
100	-62
105	-53
109	-45
112	-38
118	-20
119	-16
121	-6
122	1
123	11
123	39
122	46
121	52
119	62
118	65
116	69
111	74
104	80
95	87
86	93
79	97
73	100
54	108
44	111
32	114
20	116
10	117
-10	117
-21	116
-27	115
-42	112
-46	111
-58	107
-63	105
-70	102
-74	100
-85	94
-90	91
-100	84
-104	81
-111	75
-117	69
-118	67
-119	64
-120	59
-122	46
-123	39
-123	10
-122	2
-121	-4
-119	-14
-115	-27
-111	-38
