-14	-133
-4	-136
1	-137
6	-136
18	-132
23	-130
41	-121
46	-118
54	-113
61	-108
73	-97
84	-86
90	-79
96	-71
98	-68
105	-56
110	-46
113	-39
115	-34
119	-22
122	-9
123	-4
124	3
125	15
125	31
124	43
121	60
118	69
112	75
100	85
87	94
76	100
68	104
55	109
43	113
35	115
23	117
15	118
-16	118
-24	117
-44	113
-51	111
-54	110
-62	107
-67	105
-83	97
-101	85
-113	75
-116	72
-119	68
-121	61
-122	57
-123	52
-124	43
-125	33
-125	17
-124	5
-122	-7
-121	-12
-119	-20
-117	-27
-115	-33
-111	-43
-108	-49
-102	-60
-99	-65
-95	-71
-85	-84
-68	-101
-60	-108
-53	-113
-50	-115
-42	-120
-30	-126
-21	-130
-14	-133
