-31	113
-36	112
-47	109
-59	105
-66	102
-75	98
-84	93
-92	88
-99	83
-104	79
-112	72
-116	68
-117	65
-119	57
-121	44
-122	33
-122	18
-121	5
-119	-6
-117	-16
-114	-27
-108	-42
-100	-58
-97	-63
-93	-69
-86	-78
-82	-83
-68	-97
-59	-105
-52	-110
-43	-116
-36	-120
-28	-124
-14	-130
-5	-133
0	-134
12	-131
15	-130
27	-125
33	-122
44	-116
53	-110
57	-107
67	-99
82	-84
87	-78
90	-74
98	-62
102	-55
106	-47
111	-36
114	-28
115	-25
118	-13
120	-3
121	3
122	18
122	31
120	50
119	56
117	63
113	70
110	73
104	78
91	88
83	93
74	98
65	102
55	106
49	108
35	112
30	113
24	114
16	115
-15	115
-24	114
-31	113
