-5	-112
-1	-113
3	-113
12	-110
19	-107
25	-104
34	-99
43	-93
54	-84
68	-70
75	-61
83	-49
91	-33
94	-25
98	-12
101	3
102	12
102	35
101	44
100	50
99	53
98	55
95	59
91	63
85	68
76	74
71	77
67	79
50	87
36	91
32	92
22	94
15	95
3	96
-3	96
-16	95
-25	94
-30	93
-38	91
-48	88
-51	87
-64	81
-74	76
-86	68
-91	64
-98	58
-99	55
-100	51
-102	35
-102	16
-100	-1
-99	-6
-96	-18
-93	-27
-88	-38
-83	-48
-77	-57
-74	-61
-67	-70
-52	-85
-47	-89
-43	-92
-34	-98
-29	-101
-20	-106
-11	-110
-5	-112
