-99	81
-105	76
-112	70
-114	68
-115	66
-116	63
-118	54
-120	40
-120	10
-119	2
-118	-4
-117	-9
-115	-16
-112	-26
-109	-35
-105	-45
-101	-53
-97	-60
-95	-63
-87	-74
-84	-78
-80	-83
-67	-96
-59	-103
-45	-113
-31	-121
-29	-122
-19	-126
-5	-131
1	-132
3	-132
10	-130
21	-126
41	-116
49	-111
52	-109
56	-106
66	-98
81	-83
88	-74
95	-64
101	-54
106	-44
109	-37
114	-23
116	-15
118	-5
120	9
120	37
119	46
118	53
116	62
113	68
111	70
104	76
95	83
85	90
80	93
70	98
53	105
44	108
35	110
25	112
19	113
9	114
-10	114
-21	113
-33	111
-45	108
-57	104
-65	101
-81	93
-95	84
-99	81
