-61	-120
-54	-125
-42	-133
-33	-138
-27	-141
-15	-146
-9	-148
-5	-149
2	-150
6	-149
13	-147
16	-146
27	-142
31	-140
42	-133
56	-123
86	-101
92	-96
94	-94
102	-84
109	-74
115	-64
121	-52
124	-45
128	-35
130	-23
131	-16
133	-1
135	19
136	33
136	46
135	54
133	64
129	75
127	78
124	81
116	88
111	92
104	97
97	101
88	106
66	116
56	120
43	125
37	127
33	128
28	129
21	130
10	131
-10	131
-21	130
-35	128
-38	127
-58	119
-65	116
-74	112
-100	100
-105	97
-112	92
-118	87
-128	78
-130	76
-134	60
-135	55
-136	49
-136	33
-134	8
-130	-24
-128	-33
-126	-39
-122	-49
-120	-53
-112	-68
-104	-80
-98	-88
-85	-101
-77	-108
-61	-120
