42	107
29	110
21	111
11	112
-16	112
-34	109
-43	107
-50	105
-70	97
-74	95
-86	88
-96	81
-104	75
-114	65
-117	51
-119	32
-119	18
-118	6
-117	-2
-114	-16
-113	-20
-107	-37
-100	-51
-96	-58
-93	-63
-87	-72
-77	-84
-66	-95
-59	-101
-51	-107
-37	-116
-25	-122
-16	-126
-4	-130
5	-130
17	-126
24	-123
36	-117
49	-109
55	-105
61	-100
68	-94
78	-84
84	-77
90	-69
95	-61
98	-56
103	-47
106	-40
110	-30
113	-21
115	-13
117	-3
118	4
119	17
119	30
118	42
116	54
115	59
114	62
112	66
103	75
95	81
82	90
75	94
69	97
60	101
52	104
49	105
42	107
