-37	-92
-22	-101
-10	-106
0	-110
1	-110
7	-108
12	-106
19	-103
21	-102
30	-97
35	-94
47	-85
53	-80
64	-69
69	-63
76	-53
81	-45
87	-33
89	-28
91	-22
93	-15
96	-4
98	9
98	38
96	50
95	54
91	58
85	63
80	67
74	71
61	78
59	79
50	83
40	86
24	90
18	91
5	92
-10	92
-20	91
-31	89
-39	87
-51	83
-58	80
-68	75
-73	72
-79	68
-91	59
-93	57
-95	54
-96	50
-97	44
-98	36
-98	11
-97	4
-95	-8
-93	-15
-91	-21
-87	-32
-82	-42
-76	-52
-69	-62
-63	-69
-51	-81
-41	-89
-37	-92
