-20	122
-33	120
-49	116
-64	111
-71	108
-81	103
-88	99
-93	96
-99	92
-103	89
-113	81
-123	71
-124	68
-125	64
-127	54
-129	38
-129	13
-128	2
-127	-5
-124	-19
-121	-29
-118	-37
-116	-42
-110	-55
-105	-64
-101	-70
-94	-80
-89	-86
-81	-95
-78	-98
-68	-107
-52	-119
-49	-121
-44	-124
-30	-131
-13	-138
-7	-140
-2	-141
4	-141
8	-140
17	-137
33	-130
45	-124
50	-121
53	-119
60	-114
64	-111
70	-106
78	-99
80	-97
90	-86
94	-81
99	-74
105	-65
111	-54
113	-50
117	-41
119	-36
122	-27
124	-20
126	-11
128	1
129	12
129	34
128	45
126	57
124	67
123	70
112	81
102	89
98	92
95	94
80	103
78	104
63	111
57	113
43	117
32	120
26	121
18	122
5	123
-6	123
-20	122
