-77	-69
-70	-77
-57	-90
-44	-100
-35	-106
-23	-112
-12	-117
-6	-119
1	-121
13	-117
22	-113
34	-107
39	-104
45	-100
59	-89
67	-81
76	-71
82	-63
86	-57
91	-49
95	-41
99	-32
100	-29
106	-9
107	-4
109	15
109	35
108	44
106	56
104	61
102	63
90	73
81	79
73	84
61	90
56	92
41	97
29	100
17	102
0	103
-2	103
-18	102
-30	100
-39	98
-46	96
-49	95
-62	90
-70	86
-79	81
-85	77
-96	69
-103	63
-105	60
-107	51
-108	45
-109	35
-109	13
-108	4
-107	-3
-106	-8
-102	-22
-101	-25
-96	-38
-94	-42
-88	-53
-83	-61
-77	-69
