-54	-88
-49	-92
-41	-98
-33	-103
-28	-106
-22	-109
-13	-113
-3	-116
4	-116
11	-114
21	-110
27	-107
34	-103
45	-96
54	-89
70	-73
78	-63
84	-54
87	-49
94	-35
97	-27
101	-15
104	0
105	6
106	21
106	25
105	38
103	52
102	58
98	62
93	66
84	73
78	77
52	90
40	94
32	96
21	98
11	99
-13	99
-21	98
-27	97
-37	95
-58	88
-60	87
-79	77
-85	73
-89	70
-100	61
-102	59
-103	54
-105	41
-106	27
-106	24
-105	8
-104	0
-102	-10
-101	-14
-97	-26
-94	-33
-88	-46
-84	-53
-80	-59
-69	-73
-54	-88
