89	104
64	115
50	121
24	132
21	133
11	136
-9	136
-14	135
-20	133
-30	129
-56	118
-70	112
-86	105
-97	100
-127	85
-130	83
-135	78
-136	72
-136	45
-134	22
-133	13
-130	-13
-126	-45
-124	-55
-118	-67
-112	-77
-106	-84
-85	-100
-57	-121
-43	-131
-33	-138
-24	-144
-12	-151
-5	-154
-2	-155
0	-155
6	-154
11	-152
16	-149
34	-137
52	-124
68	-112
105	-84
112	-77
120	-65
122	-61
123	-58
126	-45
127	-37
130	-12
132	5
134	24
135	35
136	47
136	73
135	77
132	80
126	85
122	88
100	99
89	104
