-42	-133
-36	-137
-19	-146
-13	-148
-2	-151
4	-151
14	-148
23	-145
31	-140
40	-134
62	-118
85	-101
93	-95
102	-86
105	-82
107	-79
121	-55
124	-49
127	-41
128	-36
130	-23
131	-15
133	3
134	13
136	34
136	53
135	60
134	65
132	71
130	75
128	78
117	89
110	94
105	97
87	106
76	111
58	119
44	125
35	128
28	130
23	131
12	132
-12	132
-23	131
-30	130
-36	128
-43	125
-73	112
-82	108
-97	101
-111	94
-118	89
-129	79
-130	78
-131	76
-133	71
-135	63
-136	54
-136	33
-135	22
-134	12
-131	-16
-129	-29
-128	-35
-127	-39
-124	-47
-119	-58
-111	-72
-105	-81
-101	-86
-86	-101
-70	-113
-59	-121
-42	-133
