-123	-39
-119	-49
-115	-57
-110	-66
-105	-74
-96	-86
-92	-91
-74	-109
-59	-120
-49	-127
-46	-129
-39	-133
-37	-134
-25	-139
-15	-143
-9	-145
-2	-147
3	-147
7	-146
22	-141
27	-139
36	-135
38	-134
49	-128
58	-122
73	-111
91	-93
96	-87
100	-82
109	-69
112	-64
118	-52
121	-45
125	-35
130	-18
131	-14
132	-9
133	-2
135	18
135	29
133	50
132	56
128	73
121	80
112	88
96	100
89	104
71	113
64	116
54	120
51	121
40	124
35	125
22	127
15	128
-16	128
-25	127
-36	125
-52	121
-60	118
-70	114
-89	105
-97	100
-103	96
-112	89
-121	81
-128	74
-131	62
-132	57
-134	44
-135	30
-135	25
-133	-1
-132	-8
-130	-17
-127	-28
-123	-39
