-88	-68
-85	-72
-74	-85
-68	-91
-59	-99
-54	-103
-47	-108
-37	-114
-30	-118
-26	-120
-14	-125
-8	-127
1	-129
3	-129
15	-125
27	-120
33	-117
45	-110
48	-108
60	-99
69	-91
74	-86
82	-77
85	-73
93	-61
98	-53
103	-43
109	-28
111	-22
113	-14
116	1
117	10
117	36
116	45
115	51
112	63
110	66
103	73
90	83
84	87
75	92
65	97
53	102
47	104
31	108
19	110
6	111
-8	111
-24	109
-37	107
-41	106
-54	102
-64	98
-80	90
-85	87
-91	83
-95	80
-104	73
-111	66
-112	64
-114	58
-115	53
-117	38
-117	12
-115	-4
-114	-9
-111	-21
-109	-27
-106	-35
-103	-42
-97	-54
-92	-62
-88	-68
